participant_id,transcript,question,domain,order,section,section_is_4,p
p-0233,11,Little Red Dots,astrophysics,1,1,0,0.7
p-0233,11,Little Red Dots,astrophysics,1,4,1,0.96
p-0234,23,Switch,brainteasers,0,1,0,0.7
p-0234,23,Switch,brainteasers,0,4,1,0.5
p-0235,2,Bergs,brainteasers,1,1,0,0.4
p-0235,2,Bergs,brainteasers,1,4,1,0.2
p-0236,22,Probability puzzle,brainteasers,0,1,0,0.72
p-0236,22,Probability puzzle,brainteasers,0,4,1,0.67
p-0237,4,Early Universe Galaxies,astrophysics,1,1,0,0.9
p-0237,4,Early Universe Galaxies,astrophysics,1,4,1,0.7
p-0238,5,Graviational Lens Modelling,astrophysics,1,1,0,0.4
p-0238,5,Graviational Lens Modelling,astrophysics,1,4,1,0.25
p-0239,12,Little Red Dots,astrophysics,1,1,0,0.45
p-0239,12,Little Red Dots,astrophysics,1,4,1,0.22
p-0240,8,Internal Temperature of Stars,brainteasers,1,1,0,0.6
p-0240,8,Internal Temperature of Stars,brainteasers,1,4,1,0.8
p-0241,20,Prefix-sum,coding,0,1,0,0.53
p-0241,20,Prefix-sum,coding,0,4,1,0.2
p-0242,20,Prefix-sum,coding,0,1,0,0.5
p-0242,20,Prefix-sum,coding,0,4,1,0.2
p-0243,22,Probability puzzle,brainteasers,1,1,0,0.2
p-0243,22,Probability puzzle,brainteasers,1,4,1,0.8
p-0244,1,Bergs,brainteasers,0,1,0,0.4
p-0244,1,Bergs,brainteasers,0,4,1,0.6
p-0245,10,Large Linear Structure,astrophysics,1,1,0,0.5
p-0245,10,Large Linear Structure,astrophysics,1,4,1,0.5
p-0246,22,Probability puzzle,brainteasers,1,1,0,0.73
p-0246,22,Probability puzzle,brainteasers,1,4,1,0.46
p-0247,22,Probability puzzle,brainteasers,0,1,0,0.37
p-0247,22,Probability puzzle,brainteasers,0,4,1,0.24
p-0248,14,Rust,coding,0,1,0,0.5
p-0248,14,Rust,coding,0,4,1,0.6
p-0249,24,Switch,brainteasers,1,1,0,0.45
p-0249,24,Switch,brainteasers,1,4,1,0.45
p-0250,15,Database deletion,coding,1,1,0,0.61
p-0250,15,Database deletion,coding,1,4,1,0.5
p-0251,12,Little Red Dots,astrophysics,0,1,0,0.7
p-0251,12,Little Red Dots,astrophysics,0,4,1,0.63
p-0252,8,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-0252,8,Internal Temperature of Stars,brainteasers,0,4,1,0.5
p-0253,10,Large Linear Structure,astrophysics,0,1,0,0.25
p-0253,10,Large Linear Structure,astrophysics,0,4,1,0.2
p-0254,8,Internal Temperature of Stars,brainteasers,0,1,0,0.55
p-0254,8,Internal Temperature of Stars,brainteasers,0,4,1,0.5
p-0255,7,Internal Temperature of Stars,brainteasers,1,1,0,0.99
p-0255,7,Internal Temperature of Stars,brainteasers,1,4,1,0.98
p-0256,15,Database deletion,coding,1,1,0,0.8
p-0256,15,Database deletion,coding,1,4,1,0.93
p-0257,7,Internal Temperature of Stars,brainteasers,1,1,0,0.7
p-0257,7,Internal Temperature of Stars,brainteasers,1,4,1,0.99
p-0258,8,Internal Temperature of Stars,brainteasers,0,1,0,0.2
p-0258,8,Internal Temperature of Stars,brainteasers,0,4,1,0.35
p-0259,21,Probability puzzle,brainteasers,1,1,0,0.5
p-0259,21,Probability puzzle,brainteasers,1,4,1,0.27
p-0260,8,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-0260,8,Internal Temperature of Stars,brainteasers,1,4,1,0.81
p-0261,8,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-0261,8,Internal Temperature of Stars,brainteasers,1,4,1,0.55
p-0262,13,Rust,coding,0,1,0,0.5
p-0262,13,Rust,coding,0,4,1,0.35
p-0263,7,Internal Temperature of Stars,brainteasers,0,1,0,0.6
p-0263,7,Internal Temperature of Stars,brainteasers,0,4,1,0.34
p-0264,4,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0264,4,Early Universe Galaxies,astrophysics,1,4,1,0.68
p-0265,18,ORM library,coding,0,1,0,0.1
p-0265,18,ORM library,coding,0,4,1,0.8
p-0266,14,Rust,coding,0,1,0,0.52
p-0266,14,Rust,coding,0,4,1,0.7
p-0267,17,ORM library,coding,0,1,0,0.35
p-0267,17,ORM library,coding,0,4,1,0.25
p-0268,10,Large Linear Structure,astrophysics,0,1,0,0.1
p-0268,10,Large Linear Structure,astrophysics,0,4,1,0.24
p-0269,14,Rust,coding,1,1,0,0.55
p-0269,14,Rust,coding,1,4,1,0.95
p-0270,16,Database deletion,coding,1,1,0,0.78
p-0270,16,Database deletion,coding,1,4,1,0.3
p-0271,8,Internal Temperature of Stars,brainteasers,0,1,0,0.6
p-0271,8,Internal Temperature of Stars,brainteasers,0,4,1,0.8
p-0272,21,Probability puzzle,brainteasers,0,1,0,0.25
p-0272,21,Probability puzzle,brainteasers,0,4,1,0.55
p-0273,14,Rust,coding,0,1,0,0.5
p-0273,14,Rust,coding,0,4,1,0.55
p-0274,8,Internal Temperature of Stars,brainteasers,1,1,0,0.36
p-0274,8,Internal Temperature of Stars,brainteasers,1,4,1,0.62
p-0275,7,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-0275,7,Internal Temperature of Stars,brainteasers,1,4,1,0.8
p-0276,13,Rust,coding,0,1,0,0.5
p-0276,13,Rust,coding,0,4,1,0.49
p-0277,9,Large Linear Structure,astrophysics,0,1,0,0.4
p-0277,9,Large Linear Structure,astrophysics,0,4,1,0.6
p-0278,9,Large Linear Structure,astrophysics,1,1,0,0.27
p-0278,9,Large Linear Structure,astrophysics,1,4,1,0.4
p-0279,21,Probability puzzle,brainteasers,0,1,0,0.45
p-0279,21,Probability puzzle,brainteasers,0,4,1,0.67
p-0280,6,Graviational Lens Modelling,astrophysics,1,1,0,0.44
p-0280,6,Graviational Lens Modelling,astrophysics,1,4,1,0.7
p-0281,22,Probability puzzle,brainteasers,0,1,0,0.5
p-0281,22,Probability puzzle,brainteasers,0,4,1,0.5
p-0282,23,Switch,brainteasers,1,1,0,0.6
p-0282,23,Switch,brainteasers,1,4,1,0.25
p-0283,18,ORM library,coding,0,1,0,0.6
p-0283,18,ORM library,coding,0,4,1,0.66
p-0284,22,Probability puzzle,brainteasers,0,1,0,0.84
p-0284,22,Probability puzzle,brainteasers,0,4,1,0.84
p-0285,2,Bergs,brainteasers,0,1,0,0.5
p-0285,2,Bergs,brainteasers,0,4,1,0.99
p-0286,8,Internal Temperature of Stars,brainteasers,0,1,0,0.47
p-0286,8,Internal Temperature of Stars,brainteasers,0,4,1,0.9
p-0287,17,ORM library,coding,0,1,0,0.3
p-0287,17,ORM library,coding,0,4,1,0.7
p-0288,2,Bergs,brainteasers,0,1,0,0.4
p-0288,2,Bergs,brainteasers,0,4,1,0.15
p-0289,17,ORM library,coding,1,1,0,0.53
p-0289,17,ORM library,coding,1,4,1,0.55
p-0290,1,Bergs,brainteasers,1,1,0,0.5
p-0290,1,Bergs,brainteasers,1,4,1,0.15
p-0291,11,Little Red Dots,astrophysics,0,1,0,0.56
p-0291,11,Little Red Dots,astrophysics,0,4,1,0.43
p-0292,21,Probability puzzle,brainteasers,0,1,0,0.1
p-0292,21,Probability puzzle,brainteasers,0,4,1,0.25
p-0293,14,Rust,coding,0,1,0,0.5
p-0293,14,Rust,coding,0,4,1,0.25
p-0294,12,Little Red Dots,astrophysics,0,1,0,0.49
p-0294,12,Little Red Dots,astrophysics,0,4,1,0.58
p-0295,14,Rust,coding,0,1,0,0.5
p-0295,14,Rust,coding,0,4,1,0.99
p-0296,18,ORM library,coding,0,1,0,0.65
p-0296,18,ORM library,coding,0,4,1,0.7
p-0297,8,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-0297,8,Internal Temperature of Stars,brainteasers,0,4,1,0.99
p-0298,1,Bergs,brainteasers,1,1,0,0.4
p-0298,1,Bergs,brainteasers,1,4,1,0.6
p-0299,3,Early Universe Galaxies,astrophysics,1,1,0,0.6
p-0299,3,Early Universe Galaxies,astrophysics,1,4,1,0.2
p-0300,16,Database deletion,coding,1,1,0,0.62
p-0300,16,Database deletion,coding,1,4,1,0.67
p-0301,12,Little Red Dots,astrophysics,1,1,0,0.5
p-0301,12,Little Red Dots,astrophysics,1,4,1,0.75
p-0302,21,Probability puzzle,brainteasers,1,1,0,0.1
p-0302,21,Probability puzzle,brainteasers,1,4,1,0.1
p-0303,23,Switch,brainteasers,0,1,0,0.52
p-0303,23,Switch,brainteasers,0,4,1,0.53
p-0304,1,Bergs,brainteasers,1,1,0,0.2
p-0304,1,Bergs,brainteasers,1,4,1,0.6
p-0305,24,Switch,brainteasers,1,1,0,0.5
p-0305,24,Switch,brainteasers,1,4,1,0.9
p-0306,23,Switch,brainteasers,1,1,0,0.55
p-0306,23,Switch,brainteasers,1,4,1,0.5
p-0307,21,Probability puzzle,brainteasers,1,1,0,0.5
p-0307,21,Probability puzzle,brainteasers,1,4,1,0.87
p-0308,3,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0308,3,Early Universe Galaxies,astrophysics,1,4,1,0.6
p-0309,3,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0309,3,Early Universe Galaxies,astrophysics,1,4,1,0.77
p-0310,14,Rust,coding,1,1,0,0.75
p-0310,14,Rust,coding,1,4,1,0.95
p-0311,5,Graviational Lens Modelling,astrophysics,1,1,0,0.45
p-0311,5,Graviational Lens Modelling,astrophysics,1,4,1,0.8
p-0312,7,Internal Temperature of Stars,brainteasers,0,1,0,0.6
p-0312,7,Internal Temperature of Stars,brainteasers,0,4,1,0.75
p-0313,8,Internal Temperature of Stars,brainteasers,0,1,0,0.7
p-0313,8,Internal Temperature of Stars,brainteasers,0,4,1,0.6
p-0314,21,Probability puzzle,brainteasers,0,1,0,0.35
p-0314,21,Probability puzzle,brainteasers,0,4,1,0.4
p-0315,12,Little Red Dots,astrophysics,0,1,0,0.5
p-0315,12,Little Red Dots,astrophysics,0,4,1,0.58
p-0316,9,Large Linear Structure,astrophysics,0,1,0,0.5
p-0316,9,Large Linear Structure,astrophysics,0,4,1,0.65
p-0317,24,Switch,brainteasers,1,1,0,0.7
p-0317,24,Switch,brainteasers,1,4,1,0.45
p-0318,17,ORM library,coding,0,1,0,0.2
p-0318,17,ORM library,coding,0,4,1,0.3
p-0319,21,Probability puzzle,brainteasers,0,1,0,0.73
p-0319,21,Probability puzzle,brainteasers,0,4,1,0.93
p-0320,24,Switch,brainteasers,0,1,0,0.49
p-0320,24,Switch,brainteasers,0,4,1,0.6
p-0321,3,Early Universe Galaxies,astrophysics,1,1,0,0.05
p-0321,3,Early Universe Galaxies,astrophysics,1,4,1,0.95
p-0322,14,Rust,coding,0,1,0,0.6
p-0322,14,Rust,coding,0,4,1,0.65
p-0323,16,Database deletion,coding,0,1,0,0.5
p-0323,16,Database deletion,coding,0,4,1,0.7
p-0324,14,Rust,coding,1,1,0,0.11
p-0324,14,Rust,coding,1,4,1,0.77
p-0325,3,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0325,3,Early Universe Galaxies,astrophysics,0,4,1,0.3
p-0326,10,Large Linear Structure,astrophysics,0,1,0,0.5
p-0326,10,Large Linear Structure,astrophysics,0,4,1,0.55
p-0327,10,Large Linear Structure,astrophysics,0,1,0,0.15
p-0327,10,Large Linear Structure,astrophysics,0,4,1,0.35
p-0328,24,Switch,brainteasers,0,1,0,0.6
p-0328,24,Switch,brainteasers,0,4,1,0.7
p-0329,6,Graviational Lens Modelling,astrophysics,0,1,0,0.58
p-0329,6,Graviational Lens Modelling,astrophysics,0,4,1,0.34
p-0330,10,Large Linear Structure,astrophysics,0,1,0,0.49
p-0330,10,Large Linear Structure,astrophysics,0,4,1,0.8
p-0331,12,Little Red Dots,astrophysics,1,1,0,0.5
p-0331,12,Little Red Dots,astrophysics,1,4,1,0.41
p-0332,19,Prefix-sum,coding,1,1,0,0.55
p-0332,19,Prefix-sum,coding,1,4,1,0.6
p-0333,13,Rust,coding,0,1,0,0.43
p-0333,13,Rust,coding,0,4,1,0.39
p-0334,4,Early Universe Galaxies,astrophysics,0,1,0,0.7
p-0334,4,Early Universe Galaxies,astrophysics,0,4,1,0.62
p-0335,8,Internal Temperature of Stars,brainteasers,0,1,0,0.61
p-0335,8,Internal Temperature of Stars,brainteasers,0,4,1,0.84
p-0336,16,Database deletion,coding,1,1,0,0.6
p-0336,16,Database deletion,coding,1,4,1,0.75
p-0337,5,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-0337,5,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0338,14,Rust,coding,0,1,0,0.5
p-0338,14,Rust,coding,0,4,1,0.6
p-0339,21,Probability puzzle,brainteasers,0,1,0,0.3
p-0339,21,Probability puzzle,brainteasers,0,4,1,0.4
p-0340,2,Bergs,brainteasers,1,1,0,0.7
p-0340,2,Bergs,brainteasers,1,4,1,0.85
p-0341,4,Early Universe Galaxies,astrophysics,1,1,0,0.55
p-0341,4,Early Universe Galaxies,astrophysics,1,4,1,0.8
p-0342,19,Prefix-sum,coding,1,1,0,0.75
p-0342,19,Prefix-sum,coding,1,4,1,0.35
p-0343,11,Little Red Dots,astrophysics,1,1,0,0.55
p-0343,11,Little Red Dots,astrophysics,1,4,1,0.65
p-0344,17,ORM library,coding,1,1,0,0.53
p-0344,17,ORM library,coding,1,4,1,0.95
p-0345,21,Probability puzzle,brainteasers,0,1,0,0.42
p-0345,21,Probability puzzle,brainteasers,0,4,1,0.13
p-0346,6,Graviational Lens Modelling,astrophysics,0,1,0,0.3
p-0346,6,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0347,10,Large Linear Structure,astrophysics,0,1,0,0.5
p-0347,10,Large Linear Structure,astrophysics,0,4,1,0.56
p-0348,20,Prefix-sum,coding,1,1,0,0.6
p-0348,20,Prefix-sum,coding,1,4,1,0.85
p-0349,18,ORM library,coding,1,1,0,0.5
p-0349,18,ORM library,coding,1,4,1,0.45
p-0350,23,Switch,brainteasers,1,1,0,0.4
p-0350,23,Switch,brainteasers,1,4,1,0.35
p-0351,14,Rust,coding,0,1,0,0.45
p-0351,14,Rust,coding,0,4,1,0.8
p-0352,8,Internal Temperature of Stars,brainteasers,0,1,0,0.8
p-0352,8,Internal Temperature of Stars,brainteasers,0,4,1,0.95
p-0353,23,Switch,brainteasers,1,1,0,0.47
p-0353,23,Switch,brainteasers,1,4,1,0.45
p-0354,14,Rust,coding,0,1,0,0.5
p-0354,14,Rust,coding,0,4,1,0.85
p-0355,19,Prefix-sum,coding,1,1,0,0.54
p-0355,19,Prefix-sum,coding,1,4,1,0.5
p-0356,5,Graviational Lens Modelling,astrophysics,1,1,0,0.25
p-0356,5,Graviational Lens Modelling,astrophysics,1,4,1,0.2
p-0357,19,Prefix-sum,coding,1,1,0,0.6
p-0357,19,Prefix-sum,coding,1,4,1,0.76
p-0358,21,Probability puzzle,brainteasers,1,1,0,0.05
p-0358,21,Probability puzzle,brainteasers,1,4,1,0.05
p-0359,14,Rust,coding,1,1,0,0.6
p-0359,14,Rust,coding,1,4,1,0.99
p-0360,5,Graviational Lens Modelling,astrophysics,1,1,0,0.25
p-0360,5,Graviational Lens Modelling,astrophysics,1,4,1,0.16
p-0361,2,Bergs,brainteasers,1,1,0,0.85
p-0361,2,Bergs,brainteasers,1,4,1,0.9
p-0362,17,ORM library,coding,0,1,0,0.7
p-0362,17,ORM library,coding,0,4,1,0.8
p-0363,21,Probability puzzle,brainteasers,1,1,0,0.01
p-0363,21,Probability puzzle,brainteasers,1,4,1,0.6
p-0364,15,Database deletion,coding,1,1,0,0.64
p-0364,15,Database deletion,coding,1,4,1,0.9
p-0365,10,Large Linear Structure,astrophysics,0,1,0,0.45
p-0365,10,Large Linear Structure,astrophysics,0,4,1,0.6
p-0366,23,Switch,brainteasers,1,1,0,0.6
p-0366,23,Switch,brainteasers,1,4,1,0.7
p-0367,13,Rust,coding,0,1,0,0.5
p-0367,13,Rust,coding,0,4,1,0.25
p-0368,6,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-0368,6,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0369,7,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-0369,7,Internal Temperature of Stars,brainteasers,1,4,1,0.7
p-0370,24,Switch,brainteasers,1,1,0,0.72
p-0370,24,Switch,brainteasers,1,4,1,0.27
p-0371,21,Probability puzzle,brainteasers,0,1,0,0.35
p-0371,21,Probability puzzle,brainteasers,0,4,1,0.25
p-0372,15,Database deletion,coding,1,1,0,0.5
p-0372,15,Database deletion,coding,1,4,1,0.45
p-0373,18,ORM library,coding,1,1,0,0.4
p-0373,18,ORM library,coding,1,4,1,0.2
p-0374,3,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0374,3,Early Universe Galaxies,astrophysics,1,4,1,0.6
p-0375,4,Early Universe Galaxies,astrophysics,0,1,0,0.65
p-0375,4,Early Universe Galaxies,astrophysics,0,4,1,0.82
p-0376,12,Little Red Dots,astrophysics,1,1,0,0.5
p-0376,12,Little Red Dots,astrophysics,1,4,1,0.75
p-0377,20,Prefix-sum,coding,0,1,0,0.45
p-0377,20,Prefix-sum,coding,0,4,1,0.61
p-0378,2,Bergs,brainteasers,0,1,0,0.45
p-0378,2,Bergs,brainteasers,0,4,1,0.6
p-0379,1,Bergs,brainteasers,0,1,0,0.49
p-0379,1,Bergs,brainteasers,0,4,1,0.34
p-0380,19,Prefix-sum,coding,0,1,0,0.45
p-0380,19,Prefix-sum,coding,0,4,1,0.95
p-0381,12,Little Red Dots,astrophysics,0,1,0,0.54
p-0381,12,Little Red Dots,astrophysics,0,4,1,0.6
p-0382,17,ORM library,coding,0,1,0,0.57
p-0382,17,ORM library,coding,0,4,1,0.72
p-0383,17,ORM library,coding,1,1,0,0.6
p-0383,17,ORM library,coding,1,4,1,0.8
p-0384,14,Rust,coding,1,1,0,0.5
p-0384,14,Rust,coding,1,4,1,0.1
p-0385,19,Prefix-sum,coding,0,1,0,0.63
p-0385,19,Prefix-sum,coding,0,4,1,0.55
p-0386,4,Early Universe Galaxies,astrophysics,1,1,0,0.7
p-0386,4,Early Universe Galaxies,astrophysics,1,4,1,0.45
p-0387,6,Graviational Lens Modelling,astrophysics,0,1,0,0.54
p-0387,6,Graviational Lens Modelling,astrophysics,0,4,1,0.61
p-0388,3,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0388,3,Early Universe Galaxies,astrophysics,0,4,1,0.75
p-0389,24,Switch,brainteasers,1,1,0,0.51
p-0389,24,Switch,brainteasers,1,4,1,0.8
p-0390,21,Probability puzzle,brainteasers,0,1,0,0.4
p-0390,21,Probability puzzle,brainteasers,0,4,1,0.61
p-0391,24,Switch,brainteasers,1,1,0,0.74
p-0391,24,Switch,brainteasers,1,4,1,0.9
p-0392,4,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0392,4,Early Universe Galaxies,astrophysics,0,4,1,0.6
p-0393,6,Graviational Lens Modelling,astrophysics,1,1,0,0.4
p-0393,6,Graviational Lens Modelling,astrophysics,1,4,1,0.3
p-0394,23,Switch,brainteasers,0,1,0,0.3
p-0394,23,Switch,brainteasers,0,4,1,0.15
p-0395,7,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-0395,7,Internal Temperature of Stars,brainteasers,1,4,1,0.97
p-0396,23,Switch,brainteasers,0,1,0,0.5
p-0396,23,Switch,brainteasers,0,4,1,0.5
p-0397,22,Probability puzzle,brainteasers,1,1,0,0.01
p-0397,22,Probability puzzle,brainteasers,1,4,1,0.45
p-0398,22,Probability puzzle,brainteasers,1,1,0,0.5
p-0398,22,Probability puzzle,brainteasers,1,4,1,0.4
p-0399,2,Bergs,brainteasers,0,1,0,0.5
p-0399,2,Bergs,brainteasers,0,4,1,0.1
p-0400,12,Little Red Dots,astrophysics,1,1,0,0.69
p-0400,12,Little Red Dots,astrophysics,1,4,1,0.58
p-0401,19,Prefix-sum,coding,1,1,0,0.9
p-0401,19,Prefix-sum,coding,1,4,1,0.7
p-0402,6,Graviational Lens Modelling,astrophysics,0,1,0,0.55
p-0402,6,Graviational Lens Modelling,astrophysics,0,4,1,0.6
p-0403,21,Probability puzzle,brainteasers,0,1,0,0.3
p-0403,21,Probability puzzle,brainteasers,0,4,1,0.45
p-0404,18,ORM library,coding,0,1,0,0.55
p-0404,18,ORM library,coding,0,4,1,0.55
p-0405,16,Database deletion,coding,0,1,0,0.4
p-0405,16,Database deletion,coding,0,4,1,0.05
p-0406,2,Bergs,brainteasers,1,1,0,0.25
p-0406,2,Bergs,brainteasers,1,4,1,0.5
p-0407,5,Graviational Lens Modelling,astrophysics,0,1,0,0.4
p-0407,5,Graviational Lens Modelling,astrophysics,0,4,1,0.3
p-0408,13,Rust,coding,0,1,0,0.5
p-0408,13,Rust,coding,0,4,1,0.69
p-0409,4,Early Universe Galaxies,astrophysics,0,1,0,0.75
p-0409,4,Early Universe Galaxies,astrophysics,0,4,1,0.8
p-0410,21,Probability puzzle,brainteasers,1,1,0,0.3
p-0410,21,Probability puzzle,brainteasers,1,4,1,0.01
p-0411,9,Large Linear Structure,astrophysics,1,1,0,0.5
p-0411,9,Large Linear Structure,astrophysics,1,4,1,0.4
p-0412,19,Prefix-sum,coding,0,1,0,0.65
p-0412,19,Prefix-sum,coding,0,4,1,0.68
p-0413,2,Bergs,brainteasers,0,1,0,0.4
p-0413,2,Bergs,brainteasers,0,4,1,0.4
p-0414,15,Database deletion,coding,0,1,0,0.55
p-0414,15,Database deletion,coding,0,4,1,0.3
p-0415,2,Bergs,brainteasers,0,1,0,0.3
p-0415,2,Bergs,brainteasers,0,4,1,0.55
p-0416,13,Rust,coding,1,1,0,0.5
p-0416,13,Rust,coding,1,4,1,0.75
p-0417,11,Little Red Dots,astrophysics,0,1,0,0.5
p-0417,11,Little Red Dots,astrophysics,0,4,1,0.69
p-0418,9,Large Linear Structure,astrophysics,0,1,0,0.5
p-0418,9,Large Linear Structure,astrophysics,0,4,1,0.54
p-0419,21,Probability puzzle,brainteasers,0,1,0,0.9
p-0419,21,Probability puzzle,brainteasers,0,4,1,0.95
p-0420,2,Bergs,brainteasers,1,1,0,0.77
p-0420,2,Bergs,brainteasers,1,4,1,0.99
p-0421,15,Database deletion,coding,1,1,0,0.4
p-0421,15,Database deletion,coding,1,4,1,0.45
p-0422,13,Rust,coding,0,1,0,0.5
p-0422,13,Rust,coding,0,4,1,0.6
p-0423,6,Graviational Lens Modelling,astrophysics,1,1,0,0.34
p-0423,6,Graviational Lens Modelling,astrophysics,1,4,1,0.43
p-0424,21,Probability puzzle,brainteasers,1,1,0,0.6
p-0424,21,Probability puzzle,brainteasers,1,4,1,0.37
p-0425,13,Rust,coding,1,1,0,0.49
p-0425,13,Rust,coding,1,4,1,0.39
p-0426,2,Bergs,brainteasers,1,1,0,0.4
p-0426,2,Bergs,brainteasers,1,4,1,0.75
p-0427,15,Database deletion,coding,1,1,0,0.42
p-0427,15,Database deletion,coding,1,4,1,0.49
p-0428,4,Early Universe Galaxies,astrophysics,1,1,0,0.7
p-0428,4,Early Universe Galaxies,astrophysics,1,4,1,0.69
p-0429,20,Prefix-sum,coding,1,1,0,0.5
p-0429,20,Prefix-sum,coding,1,4,1,0.4
p-0430,22,Probability puzzle,brainteasers,1,1,0,0.1
p-0430,22,Probability puzzle,brainteasers,1,4,1,0.1
p-0431,19,Prefix-sum,coding,0,1,0,0.6
p-0431,19,Prefix-sum,coding,0,4,1,0.8
p-0432,3,Early Universe Galaxies,astrophysics,0,1,0,0.6
p-0432,3,Early Universe Galaxies,astrophysics,0,4,1,0.7
p-0433,8,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-0433,8,Internal Temperature of Stars,brainteasers,0,4,1,0.5
p-0434,23,Switch,brainteasers,0,1,0,0.75
p-0434,23,Switch,brainteasers,0,4,1,0.6
p-0435,8,Internal Temperature of Stars,brainteasers,0,1,0,0.6
p-0435,8,Internal Temperature of Stars,brainteasers,0,4,1,0.12
p-0436,9,Large Linear Structure,astrophysics,0,1,0,0.15
p-0436,9,Large Linear Structure,astrophysics,0,4,1,0.8
p-0437,16,Database deletion,coding,0,1,0,0.45
p-0437,16,Database deletion,coding,0,4,1,0.75
p-0438,6,Graviational Lens Modelling,astrophysics,0,1,0,0.47
p-0438,6,Graviational Lens Modelling,astrophysics,0,4,1,0.41
p-0439,9,Large Linear Structure,astrophysics,1,1,0,0.2
p-0439,9,Large Linear Structure,astrophysics,1,4,1,0.43
p-0440,20,Prefix-sum,coding,0,1,0,0.5
p-0440,20,Prefix-sum,coding,0,4,1,0.6
p-0441,20,Prefix-sum,coding,1,1,0,0.6
p-0441,20,Prefix-sum,coding,1,4,1,0.06
p-0442,13,Rust,coding,1,1,0,0.5
p-0442,13,Rust,coding,1,4,1,0.65
p-0443,22,Probability puzzle,brainteasers,1,1,0,0.1
p-0443,22,Probability puzzle,brainteasers,1,4,1,0.01
p-0444,18,ORM library,coding,1,1,0,0.55
p-0444,18,ORM library,coding,1,4,1,0.5
p-0445,19,Prefix-sum,coding,0,1,0,0.58
p-0445,19,Prefix-sum,coding,0,4,1,0.35
p-0446,12,Little Red Dots,astrophysics,0,1,0,0.6
p-0446,12,Little Red Dots,astrophysics,0,4,1,0.7
p-0447,8,Internal Temperature of Stars,brainteasers,0,1,0,0.52
p-0447,8,Internal Temperature of Stars,brainteasers,0,4,1,0.6
p-0448,12,Little Red Dots,astrophysics,1,1,0,0.5
p-0448,12,Little Red Dots,astrophysics,1,4,1,0.75
p-0449,3,Early Universe Galaxies,astrophysics,0,1,0,0.3
p-0449,3,Early Universe Galaxies,astrophysics,0,4,1,0.85
p-0450,15,Database deletion,coding,1,1,0,0.24
p-0450,15,Database deletion,coding,1,4,1,0.01
p-0451,20,Prefix-sum,coding,0,1,0,0.4
p-0451,20,Prefix-sum,coding,0,4,1,0.25
p-0452,5,Graviational Lens Modelling,astrophysics,0,1,0,0.55
p-0452,5,Graviational Lens Modelling,astrophysics,0,4,1,0.75
p-0453,16,Database deletion,coding,0,1,0,0.55
p-0453,16,Database deletion,coding,0,4,1,0.2
p-0454,11,Little Red Dots,astrophysics,1,1,0,0.5
p-0454,11,Little Red Dots,astrophysics,1,4,1,0.4
p-0455,22,Probability puzzle,brainteasers,1,1,0,0.25
p-0455,22,Probability puzzle,brainteasers,1,4,1,0.15
p-0456,17,ORM library,coding,0,1,0,0.25
p-0456,17,ORM library,coding,0,4,1,0.01
p-0457,21,Probability puzzle,brainteasers,0,1,0,0.5
p-0457,21,Probability puzzle,brainteasers,0,4,1,0.95
p-0458,10,Large Linear Structure,astrophysics,1,1,0,0.33
p-0458,10,Large Linear Structure,astrophysics,1,4,1,0.33
p-0459,16,Database deletion,coding,1,1,0,0.6
p-0459,16,Database deletion,coding,1,4,1,0.5
p-0460,10,Large Linear Structure,astrophysics,0,1,0,0.3
p-0460,10,Large Linear Structure,astrophysics,0,4,1,0.4
p-0461,17,ORM library,coding,1,1,0,0.15
p-0461,17,ORM library,coding,1,4,1,0.35
p-0462,18,ORM library,coding,1,1,0,0.43
p-0462,18,ORM library,coding,1,4,1,0.39
p-0463,20,Prefix-sum,coding,0,1,0,0.76
p-0463,20,Prefix-sum,coding,0,4,1,0.99
p-0464,15,Database deletion,coding,1,1,0,0.6
p-0464,15,Database deletion,coding,1,4,1,0.55
p-0465,22,Probability puzzle,brainteasers,1,1,0,0.01
p-0465,22,Probability puzzle,brainteasers,1,4,1,0.01
p-0466,10,Large Linear Structure,astrophysics,1,1,0,0.5
p-0466,10,Large Linear Structure,astrophysics,1,4,1,0.25
p-0467,19,Prefix-sum,coding,1,1,0,0.4
p-0467,19,Prefix-sum,coding,1,4,1,0.56
